KM,CON5,,4 TRACK,,705/707RH,707RH/708RH,707RH/705,,,,,,,
KM,CON6,LH,3/5 TRACK,,705/707LH,707LH/707LH,707LH/705,,,,,,,
KM,CON6,LH,4 TRACK,,705/707LH,708LH/707LH,707LH/705,,,,,,,
KM,CON6,RH,3/5 TRACK,,705/707RH,707RH/707RH,707RH/705,,,,,,,
KM,CON6,RH,4 TRACK,,705/707RH,707RH/708RH,707RH/705,,,,,,,
KM,CON7,,,,705/707RH,707RH/707LH,707LH/705,,,,,,,
KM,CON8,,,,705/707LH,707LH/707LH,707LH/707LH,707LH/705,,,,,,
KM,CON9,,,,705/707RH,707RH/707RH,707RH/707RH,707RH/705,,,,,,
KM,CONA,LH,,,705/707LH,707LH/707LH,707LH/707LH,707LH/705,,,,,,
KM,CONA,RH,,,705/707RH,707RH/707RH,707RH/707RH,707RH/705,,,,,,
KM,CONE,,,,705/707LH,707LH/718RH,706LH/705,,,,,,,
KM,CONF,,,,705/706RH,718LH/707RH,707RH/705,,,,,,,
KM,CONG,,,,705/707LH,707LH/718RH,706LH/705,,,,,,,
KM,CONH,,,,705/706RH,718LH/707RH,707RH/705,,,,,,,
KM,CONI,,,,705/706RH,718LH/707RH,707RH/705,,,,,,,
KM,CONJ,,,,705/707LH,707LH/718RH,706LH/705,,,,,,,
KM,CONK,LH,,,705/707LH,707LH/718RH,706RH/707RH,707RH/705,,,,,,
KM,CONK,RH,,,705/707LH,707LH/706LH,718LH/707RH,707RH/705,,,,,,
KM,CONL,LH,,,705/707LH,707LH/718RH,706RH/707RH,707RH/705,,,,,,
KM,CONL,RH,,,705/707LH,707LH/706LH,718LH/707RH,707RH/705,,,,,,
KM,CONM,LH,,,705/707LH,707LH/718RH,706RH/707RH,707RH/705,,,,,,
KM,CONM,RH,,,705/707LH,707LH/706LH,718LH/707RH,707RH/705,,,,,,
KM,CONN,LH,,,705/707LH,707LH/718RH,706RH/707RH,707RH/705,,,,,,
KM,CONN,RH,,,705/707LH,707LH/706LH,718LH/707RH,707RH/705,,,,,,
